"Student_ID","Time","Emotion","Confidence","Lecture_ID"
"اسماء عادل بيومى","01:54:30","surprise",0.51,"L1"
"اسماء عادل بيومى","01:54:30","happy",0.41,"L1"
"اسماء عادل بيومى","01:54:31","happy",0.52,"L1"
"اسماء عادل بيومى","01:54:31","neutral",0.58,"L1"
"اسماء عادل بيومى","01:54:32","neutral",0.78,"L1"
"اسماء عادل بيومى","01:54:32","surprise",0.43,"L1"
"اسماء عادل بيومى","01:54:33","surprise",0.65,"L1"
"اسماء عادل بيومى","01:54:33","surprise",0.43,"L1"
"اسماء عادل بيومى","01:54:34","surprise",0.71,"L1"
"اسماء عادل بيومى","01:54:34","surprise",0.47,"L1"
